Name,Shop Code,Address,Pincode,Latitude,Longitude,Menu Item,Price,Category,Subcategory,Taste
Camilo Coffee,AMD-059-64,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Core The Coffee Shop,₹N/A,Beverages,Coffee,Bold/Bitter
Camilo Coffee,AMD-059-65,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Ares cafe,₹N/A,General,Cafe Item,Standard
Camilo Coffee,AMD-059-66,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,"Spice Hub Restro Cafe, sindhubhavan",₹N/A,General,Cafe Item,Standard
Camilo Coffee,AMD-059-67,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,The House of Makeba – Veg Restaurant in SBR Ahmedabad,₹N/A,General,Cafe Item,Standard
Camilo Coffee,AMD-059-68,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Roastea - Curated Coffee And Tea Artisans,₹N/A,Beverages,Coffee,Bold/Bitter
Camilo Coffee,AMD-059-69,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,4 Coffee,₹N/A,Beverages,Coffee,Bold/Bitter
Camilo Coffee,AMD-059-70,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Updates from customers,₹N/A,General,Cafe Item,Standard
Camilo Coffee,AMD-059-71,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Popular times,₹N/A,General,Cafe Item,Standard
Camilo Coffee,AMD-059-72,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Menu & highlights,₹N/A,General,Cafe Item,Standard
Camilo Coffee,AMD-059-73,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Photos & videos,₹N/A,General,Cafe Item,Standard
Camilo Coffee,AMD-059-74,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Review summary,₹N/A,General,Cafe Item,Standard
Camilo Coffee,AMD-059-75,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Reviews,₹N/A,General,Cafe Item,Standard
Camilo Coffee,AMD-059-76,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,People also search for,₹N/A,General,Cafe Item,Standard
Camilo Coffee,AMD-059-77,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Web results,₹N/A,General,Cafe Item,Standard
Ares cafe,AMD-058-78,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,Z27 Coffee Bar - Ahmedabad,₹200–400,Beverages,Coffee,Bold/Bitter
Ares cafe,AMD-058-79,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,Coffee By Di Bella Arista,₹200–400,Beverages,Coffee,Bold/Bitter
Ares cafe,AMD-058-80,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,A GOURMESSERIE - SINDHU BHAVAN,₹200–400,General,Cafe Item,Standard
Ares cafe,AMD-058-81,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,Camilo Coffee,₹200–400,Beverages,Coffee,Bold/Bitter
Ares cafe,AMD-058-82,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,Grace Coffee Co. SBR Outlet,₹₹,Beverages,Coffee,Bold/Bitter
Ares cafe,AMD-058-83,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,Ares cafe,₹200–400,General,Cafe Item,Standard
Ares cafe,AMD-058-84,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,"Nothing Before Coffee - Sindhu Bhavan , Ahmedabad",₹400–600,Beverages,Coffee,Bold/Bitter
Ares cafe,AMD-058-85,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,4 Coffee,₹400–600,Beverages,Coffee,Bold/Bitter
Ares cafe,AMD-058-86,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,Âme Cafe & Patisserie,₹400–600,General,Cafe Item,Standard
Ares cafe,AMD-058-87,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,The Café,₹200–400,General,Cafe Item,Standard
Ares cafe,AMD-058-88,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,Fick's Coffee,₹200–400,Beverages,Coffee,Bold/Bitter
Ares cafe,AMD-058-89,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,Tero Restro&Cafe,₹400–600,General,Cafe Item,Standard
Ares cafe,AMD-058-90,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,Cafe De Italiano,₹1–200,General,Cafe Item,Standard
Ares cafe,AMD-058-91,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,Granville Greens Café & Restaurant - Best Cafe & Restaurant in Sindhubhavan | Best Cafe & Restaurant in Ahmedabad,₹200–400,General,Cafe Item,Standard
Ares cafe,AMD-058-92,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,Tea Post - The Desi Cafe,₹400–600,General,Cafe Item,Standard
Ares cafe,AMD-058-93,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,"Cafe Baba Budan, Bodakdev Ahmedabad | Where Every Sip Tells a Story",₹200–400,General,Cafe Item,Standard
Ares cafe,AMD-058-94,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,TRITON,₹200–400,General,Cafe Item,Standard
Ares cafe,AMD-058-95,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,Theka Coffee,₹200–400,Beverages,Coffee,Bold/Bitter
Ares cafe,AMD-058-96,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,KLIQ Coffee Co.,₹₹₹,Beverages,Coffee,Bold/Bitter
Ares cafe,AMD-058-97,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,Crush Coffee,₹200–400,Beverages,Coffee,Bold/Bitter
Ares cafe,AMD-058-98,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,The Theory of Nine,₹200–400,General,Cafe Item,Standard
Ares cafe,AMD-058-99,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,Crush Coffee - SG Highway,"₹200–400 per person
Reported by 240 people",Beverages,Coffee,Bold/Bitter
Ares cafe,AMD-058-100,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,Shambhu's Coffee Bar,₹,Beverages,Coffee,Bold/Bitter
Ares cafe,AMD-058-101,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,Hobnob Bistro,₹,General,Cafe Item,Standard
Ares cafe,AMD-058-102,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,Core The Coffee Shop,₹,Beverages,Coffee,Bold/Bitter
Ares cafe,AMD-058-103,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,Ares cafe,₹,General,Cafe Item,Standard
Ares cafe,AMD-058-104,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,"Spice Hub Restro Cafe, sindhubhavan",₹N/A,General,Cafe Item,Standard
Ares cafe,AMD-058-105,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4637654,The House of Makeba – Veg Restaurant in SBR Ahmedabad,₹N/A,General,Cafe Item,Standard
