Name,Shop Code,Latitude,Longitude,Full Address,Zip Code,City,State,Images
Starbucks Coffee Company,BOS-BRI-111,42.36268,-71.1721589,"370 Western Ave, Boston, MA 02135, United States",02135,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerTzpln2lVlra5BnxvR2FBx9kjsCZ3jUHg0MDvjWRdysVGYyaieAw_VIz2OeemTWYI2RAB5VXJuui1TlIYOhcY3SJ6Uc4LpyiwbpyZV1_0jrXB1VMc9EAPDnFlAZp6ke1ODX5qn=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqJbT0GI0CeAHE2pT_FSBcxKoAbB6THkiKCEtzcB8fP9xPUPTtn5vz-mFssBXsrsAtwEm-hlQ_9-jw5RDBo3_3siIwnqUmnKDmRGnPr1x9S9gR_NzmrtiOduSQq5CIS1r-GLuoFOQ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoczdo_lIT-DwHhwYcZSvVvs8U_W5RsfD2Uubr3HRmtRlGAaqRAfTdF222Shud9Q3wT6RDRp3C5s_ymDeUMW-DpdEJmD-UBHASjaIzO2_n272GVtxUDBfUUKzd2Q_WSUnNZ6NzQ=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5EYtuo-O_jt34DCQAnySjVReiX1C15EuQ_7aZ9qyYtLiBz5tMUMPRHAG0PPMH3jGM4WP3wXWVXaTkNny8emSTa8N0UeyVy5MJboqcgIPlvQ91dq4hZ12zsb6pIjgTSfWnlhdiiQ=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBYU3fm64BhdHCnLoZ9EHIdqWX4XV1dvOdhVRiqHvn30qQ5QIHYTqx1VIr1xlurBneCWB5His4wdE8mKLeISX6I80LG7cs0K-QGpeX6fonbERcEeJkTU7cayPzItUU5NWiAy6c=w86-h114-k-no
Pressed Cafe,BOS-BRI-112,42.3668161,-71.2229296,"100 Main St, Watertown, MA 02472, United States",02472,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepqaJ4f7coe8lMRSygjqKjKSIs4kBo40bbB-eke-P2WXUS-q1j_4IIICp8HJu5Gp2ZnFRy290uWj7iiQQwbtil8n1ialBj0GeFwmCuFEqA3-F8WEbPETsGaBIzsH6-QIXrAWbsLcw=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepLfSkaSX_x0AaByiYnrLYyHZx9lEDMoRJPMkfEyR7QmblM3aoN2_9Isyl5QAWE-UmKzPBBHR2jP9dqAgLBm87UIJ1YHSiEWf9gnSt0ZI2GJTifWwsPHZ0n4YQSdM8vGp4XVfruQQ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoczdo_lIT-DwHhwYcZSvVvs8U_W5RsfD2Uubr3HRmtRlGAaqRAfTdF222Shud9Q3wT6RDRp3C5s_ymDeUMW-DpdEJmD-UBHASjaIzO2_n272GVtxUDBfUUKzd2Q_WSUnNZ6NzQ=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5EYtuo-O_jt34DCQAnySjVReiX1C15EuQ_7aZ9qyYtLiBz5tMUMPRHAG0PPMH3jGM4WP3wXWVXaTkNny8emSTa8N0UeyVy5MJboqcgIPlvQ91dq4hZ12zsb6pIjgTSfWnlhdiiQ=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBYU3fm64BhdHCnLoZ9EHIdqWX4XV1dvOdhVRiqHvn30qQ5QIHYTqx1VIr1xlurBneCWB5His4wdE8mKLeISX6I80LG7cs0K-QGpeX6fonbERcEeJkTU7cayPzItUU5NWiAy6c=w86-h114-k-no
Tatte Bakery & Cafe | Harvard Square,BOS-BRI-113,42.3726069,-71.1530145,"1288 Massachusetts Ave, Cambridge, MA 02138, United States",02138,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepSnVt2EW-jqXQcFlWuAQtOrswUxbRDZ10bjb7ZMgjzf4slAOGtgmauoIlwm8tPjOokfbvJPFo_jGhZJlfkeYXCcdIJxQmP9NTZcA2wNWS34nUI1fhzSnnUo0b2WmxKfzue6FUYRg=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqoaDXAHls7XIeac6QRngi3iEmSU9dPGHs1FL7PhMZs3jBx1krKT7NVSINt2hg2o_UKPQOIIzlXgDREEEi2qeNF6S_kO3X76-emi2WBL4Ykct52B7FzI7OraPzkgJeLvxNRVok=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoczdo_lIT-DwHhwYcZSvVvs8U_W5RsfD2Uubr3HRmtRlGAaqRAfTdF222Shud9Q3wT6RDRp3C5s_ymDeUMW-DpdEJmD-UBHASjaIzO2_n272GVtxUDBfUUKzd2Q_WSUnNZ6NzQ=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5EYtuo-O_jt34DCQAnySjVReiX1C15EuQ_7aZ9qyYtLiBz5tMUMPRHAG0PPMH3jGM4WP3wXWVXaTkNny8emSTa8N0UeyVy5MJboqcgIPlvQ91dq4hZ12zsb6pIjgTSfWnlhdiiQ=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBYU3fm64BhdHCnLoZ9EHIdqWX4XV1dvOdhVRiqHvn30qQ5QIHYTqx1VIr1xlurBneCWB5His4wdE8mKLeISX6I80LG7cs0K-QGpeX6fonbERcEeJkTU7cayPzItUU5NWiAy6c=w86-h114-k-no
Bakey,BOS-BRI-114,42.3500107,-71.1144202,"647 Boylston St, Boston, MA 02116, United States",02116,Boston,MA,
Intelligentsia Coffee Watertown Coffeebar,BOS-BRI-115,42.3500107,-71.1144202,"810 Mt Auburn St, Watertown, MA 02472, United States",02472,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerFbZBq0kzMolyyNf7fk24xi2UXZUpiT32xZVok3-iMtPu2LuCJN0_Dqdsp0DnjFDuZjZN4GHM8pqYORlkXAyL1vNCZwXq-SMuFruo8GyIbXhA34SZ3O_2Igj3ATNW8R9L5_xTv=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqmDooQJhiRADIbKRBdE-tAJYzkj7DJYokE3WUBwuifcfYozVoW-MdzJlcP62wQ3sWCG2kpx269Wfb7fPLcqBR0WNk1I2CBjji8i0jrPxmN77tNBeIbHZkbFuLEY7gc39883soP=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoczdo_lIT-DwHhwYcZSvVvs8U_W5RsfD2Uubr3HRmtRlGAaqRAfTdF222Shud9Q3wT6RDRp3C5s_ymDeUMW-DpdEJmD-UBHASjaIzO2_n272GVtxUDBfUUKzd2Q_WSUnNZ6NzQ=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5EYtuo-O_jt34DCQAnySjVReiX1C15EuQ_7aZ9qyYtLiBz5tMUMPRHAG0PPMH3jGM4WP3wXWVXaTkNny8emSTa8N0UeyVy5MJboqcgIPlvQ91dq4hZ12zsb6pIjgTSfWnlhdiiQ=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBYU3fm64BhdHCnLoZ9EHIdqWX4XV1dvOdhVRiqHvn30qQ5QIHYTqx1VIr1xlurBneCWB5His4wdE8mKLeISX6I80LG7cs0K-QGpeX6fonbERcEeJkTU7cayPzItUU5NWiAy6c=w86-h114-k-no
In House Cafe,BOS-BRI-116,42.3429634,-71.1893368,"132 Chestnut Hill Ave, Brighton, MA 02135, United States",02135,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5EYtuo-O_jt34DCQAnySjVReiX1C15EuQ_7aZ9qyYtLiBz5tMUMPRHAG0PPMH3jGM4WP3wXWVXaTkNny8emSTa8N0UeyVy5MJboqcgIPlvQ91dq4hZ12zsb6pIjgTSfWnlhdiiQ=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBYU3fm64BhdHCnLoZ9EHIdqWX4XV1dvOdhVRiqHvn30qQ5QIHYTqx1VIr1xlurBneCWB5His4wdE8mKLeISX6I80LG7cs0K-QGpeX6fonbERcEeJkTU7cayPzItUU5NWiAy6c=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwercLjmRU0I5sjSN8loPYpx0RhOTlH9P4XIP7lT7pxTt9CXtTiq3RQin0mlo4pUeKlNJLrYgnWDAW6CVH89bqOj7s3ar74iNAkoIhEw5mq7dHrVCgZql4IGYOFbCG1gn3ZxVTOlC=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoA5RPFHDtXmZNuWGxgSXALdB84hK1o5XuDZGDyueDdcGfXDyeOLu0yYYQEJ6GqKRm1mHFJKpCEJbFF-UAK4ANluckUmE3xjSfikn0Au_WiEih9x6WPt7LD8oItTxwS5msFouxmRw=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqtDYYjRYZqHNlIlT2dcSDL5aQ0vqs0ghHsZ2Cx4B81QGdX6j7G1j-cAZGqrcsijAEH7IidneECJt-rkKWEYPUn5ALSB1J-YABntKjfaK4dbvmqbPkm7JKbSgmWGPn10yBKSfw7XA=w163-h92-k-no
Brighton Cafe,BOS-BRI-117,42.3429634,-71.1893368,"1597 Commonwealth Ave, Brighton, MA 02135, United States",02135,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5EYtuo-O_jt34DCQAnySjVReiX1C15EuQ_7aZ9qyYtLiBz5tMUMPRHAG0PPMH3jGM4WP3wXWVXaTkNny8emSTa8N0UeyVy5MJboqcgIPlvQ91dq4hZ12zsb6pIjgTSfWnlhdiiQ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5EYtuo-O_jt34DCQAnySjVReiX1C15EuQ_7aZ9qyYtLiBz5tMUMPRHAG0PPMH3jGM4WP3wXWVXaTkNny8emSTa8N0UeyVy5MJboqcgIPlvQ91dq4hZ12zsb6pIjgTSfWnlhdiiQ=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBYU3fm64BhdHCnLoZ9EHIdqWX4XV1dvOdhVRiqHvn30qQ5QIHYTqx1VIr1xlurBneCWB5His4wdE8mKLeISX6I80LG7cs0K-QGpeX6fonbERcEeJkTU7cayPzItUU5NWiAy6c=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwercLjmRU0I5sjSN8loPYpx0RhOTlH9P4XIP7lT7pxTt9CXtTiq3RQin0mlo4pUeKlNJLrYgnWDAW6CVH89bqOj7s3ar74iNAkoIhEw5mq7dHrVCgZql4IGYOFbCG1gn3ZxVTOlC=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoA5RPFHDtXmZNuWGxgSXALdB84hK1o5XuDZGDyueDdcGfXDyeOLu0yYYQEJ6GqKRm1mHFJKpCEJbFF-UAK4ANluckUmE3xjSfikn0Au_WiEih9x6WPt7LD8oItTxwS5msFouxmRw=w122-h92-k-no
Jim's | Deli & Restaurant,BOS-BRI-118,42.3429634,-71.1893368,"152 Chestnut Hill Ave, Brighton, MA 02135, United States",02135,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoA5RPFHDtXmZNuWGxgSXALdB84hK1o5XuDZGDyueDdcGfXDyeOLu0yYYQEJ6GqKRm1mHFJKpCEJbFF-UAK4ANluckUmE3xjSfikn0Au_WiEih9x6WPt7LD8oItTxwS5msFouxmRw=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5EYtuo-O_jt34DCQAnySjVReiX1C15EuQ_7aZ9qyYtLiBz5tMUMPRHAG0PPMH3jGM4WP3wXWVXaTkNny8emSTa8N0UeyVy5MJboqcgIPlvQ91dq4hZ12zsb6pIjgTSfWnlhdiiQ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5EYtuo-O_jt34DCQAnySjVReiX1C15EuQ_7aZ9qyYtLiBz5tMUMPRHAG0PPMH3jGM4WP3wXWVXaTkNny8emSTa8N0UeyVy5MJboqcgIPlvQ91dq4hZ12zsb6pIjgTSfWnlhdiiQ=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBYU3fm64BhdHCnLoZ9EHIdqWX4XV1dvOdhVRiqHvn30qQ5QIHYTqx1VIr1xlurBneCWB5His4wdE8mKLeISX6I80LG7cs0K-QGpeX6fonbERcEeJkTU7cayPzItUU5NWiAy6c=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwercLjmRU0I5sjSN8loPYpx0RhOTlH9P4XIP7lT7pxTt9CXtTiq3RQin0mlo4pUeKlNJLrYgnWDAW6CVH89bqOj7s3ar74iNAkoIhEw5mq7dHrVCgZql4IGYOFbCG1gn3ZxVTOlC=w122-h92-k-no
@UNION,BOS-BRI-119,42.3513463,-71.1674176,"174 Harvard Ave, Boston, MA 02134, United States",02134,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqEYQc3tkjWGJBDKGjsQyq_jq7Gr0hNSWZPhqiAgUS-T5a44EN2pjcp-dq6JFgs9br140MnS77NU3ojk14cJcVpLmPwoUmUsm6wAu8eS3gOoxt1R8fyySU0-2olumxhd4DZl3kx=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo-59o2BXyXE-b4ujy_Do8HKg8s712Pa7jM0MmyDvf6F82COt0xqNI7iLVVZ-GE97RQUjncfr7BkQMR_fzRWCTLLGd7cStJ2Tb3z7eE21FxkEpWTbFHkSXA6pUmABFF2OxzFfjzOQ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5EYtuo-O_jt34DCQAnySjVReiX1C15EuQ_7aZ9qyYtLiBz5tMUMPRHAG0PPMH3jGM4WP3wXWVXaTkNny8emSTa8N0UeyVy5MJboqcgIPlvQ91dq4hZ12zsb6pIjgTSfWnlhdiiQ=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBYU3fm64BhdHCnLoZ9EHIdqWX4XV1dvOdhVRiqHvn30qQ5QIHYTqx1VIr1xlurBneCWB5His4wdE8mKLeISX6I80LG7cs0K-QGpeX6fonbERcEeJkTU7cayPzItUU5NWiAy6c=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwercLjmRU0I5sjSN8loPYpx0RhOTlH9P4XIP7lT7pxTt9CXtTiq3RQin0mlo4pUeKlNJLrYgnWDAW6CVH89bqOj7s3ar74iNAkoIhEw5mq7dHrVCgZql4IGYOFbCG1gn3ZxVTOlC=w122-h92-k-no
Blackbird Doughnuts / Sally's Sandwiches - Brighton,BOS-BRI-120,42.3363287,-71.204522,"140 Commonwealth Ave, Chestnut Hill, MA 02467, United States",02467,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepSFCmKGnUefD8BE_uVTNK905Yexb1xLpAonqX4ZcPlkMBja5hRglrDbE63O8G-Ej11vVjLTcL8CHSPmSi5lZKIgXH9rwg6IMOAAwdYVLrJRxn_xZWIimnyCt1k1Aj7VAnW12eZ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqEYQc3tkjWGJBDKGjsQyq_jq7Gr0hNSWZPhqiAgUS-T5a44EN2pjcp-dq6JFgs9br140MnS77NU3ojk14cJcVpLmPwoUmUsm6wAu8eS3gOoxt1R8fyySU0-2olumxhd4DZl3kx=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5EYtuo-O_jt34DCQAnySjVReiX1C15EuQ_7aZ9qyYtLiBz5tMUMPRHAG0PPMH3jGM4WP3wXWVXaTkNny8emSTa8N0UeyVy5MJboqcgIPlvQ91dq4hZ12zsb6pIjgTSfWnlhdiiQ=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBYU3fm64BhdHCnLoZ9EHIdqWX4XV1dvOdhVRiqHvn30qQ5QIHYTqx1VIr1xlurBneCWB5His4wdE8mKLeISX6I80LG7cs0K-QGpeX6fonbERcEeJkTU7cayPzItUU5NWiAy6c=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwercLjmRU0I5sjSN8loPYpx0RhOTlH9P4XIP7lT7pxTt9CXtTiq3RQin0mlo4pUeKlNJLrYgnWDAW6CVH89bqOj7s3ar74iNAkoIhEw5mq7dHrVCgZql4IGYOFbCG1gn3ZxVTOlC=w122-h92-k-no
Turkish Lazuri Cafe,BOS-BRI-121,42.3424248,-71.1325921,"132 Jersey St, Boston, MA 02215, United States",02215,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepLfSkaSX_x0AaByiYnrLYyHZx9lEDMoRJPMkfEyR7QmblM3aoN2_9Isyl5QAWE-UmKzPBBHR2jP9dqAgLBm87UIJ1YHSiEWf9gnSt0ZI2GJTifWwsPHZ0n4YQSdM8vGp4XVfruQQ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepSFCmKGnUefD8BE_uVTNK905Yexb1xLpAonqX4ZcPlkMBja5hRglrDbE63O8G-Ej11vVjLTcL8CHSPmSi5lZKIgXH9rwg6IMOAAwdYVLrJRxn_xZWIimnyCt1k1Aj7VAnW12eZ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5EYtuo-O_jt34DCQAnySjVReiX1C15EuQ_7aZ9qyYtLiBz5tMUMPRHAG0PPMH3jGM4WP3wXWVXaTkNny8emSTa8N0UeyVy5MJboqcgIPlvQ91dq4hZ12zsb6pIjgTSfWnlhdiiQ=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBYU3fm64BhdHCnLoZ9EHIdqWX4XV1dvOdhVRiqHvn30qQ5QIHYTqx1VIr1xlurBneCWB5His4wdE8mKLeISX6I80LG7cs0K-QGpeX6fonbERcEeJkTU7cayPzItUU5NWiAy6c=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwercLjmRU0I5sjSN8loPYpx0RhOTlH9P4XIP7lT7pxTt9CXtTiq3RQin0mlo4pUeKlNJLrYgnWDAW6CVH89bqOj7s3ar74iNAkoIhEw5mq7dHrVCgZql4IGYOFbCG1gn3ZxVTOlC=w122-h92-k-no
Phinista Cafe,BOS-BRI-122,42.3537704,-71.1734504,"1 N Beacon St, Allston, MA 02134, United States",02134,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepLfSkaSX_x0AaByiYnrLYyHZx9lEDMoRJPMkfEyR7QmblM3aoN2_9Isyl5QAWE-UmKzPBBHR2jP9dqAgLBm87UIJ1YHSiEWf9gnSt0ZI2GJTifWwsPHZ0n4YQSdM8vGp4XVfruQQ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepSFCmKGnUefD8BE_uVTNK905Yexb1xLpAonqX4ZcPlkMBja5hRglrDbE63O8G-Ej11vVjLTcL8CHSPmSi5lZKIgXH9rwg6IMOAAwdYVLrJRxn_xZWIimnyCt1k1Aj7VAnW12eZ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5EYtuo-O_jt34DCQAnySjVReiX1C15EuQ_7aZ9qyYtLiBz5tMUMPRHAG0PPMH3jGM4WP3wXWVXaTkNny8emSTa8N0UeyVy5MJboqcgIPlvQ91dq4hZ12zsb6pIjgTSfWnlhdiiQ=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBYU3fm64BhdHCnLoZ9EHIdqWX4XV1dvOdhVRiqHvn30qQ5QIHYTqx1VIr1xlurBneCWB5His4wdE8mKLeISX6I80LG7cs0K-QGpeX6fonbERcEeJkTU7cayPzItUU5NWiAy6c=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwercLjmRU0I5sjSN8loPYpx0RhOTlH9P4XIP7lT7pxTt9CXtTiq3RQin0mlo4pUeKlNJLrYgnWDAW6CVH89bqOj7s3ar74iNAkoIhEw5mq7dHrVCgZql4IGYOFbCG1gn3ZxVTOlC=w122-h92-k-no
Moogy's,BOS-BRI-123,42.3537704,-71.1734504,"154 Chestnut Hill Ave, Boston, MA 02135, United States",02135,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoyYuqr5BZghBg3O-uqlgNlt1pSnFXwm_DqS4lgfkfwvNG54iQhoX75yd1pxxt2HVSBPgug-TYSF51OOV2_0TY4sRDfLabWHKjCg2eL5IVa2vw-hvagQHIHkg4tMyi4BLKQq_4=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqKXo77rCxqGh3Zm1R-Gvn58owUP4sCOy8fyHkwWbGyw5umIhShPo-TC43twg_gHaj4MiCfQwdJ4PGmC9_GwIyazo0lDlcM6e6K9PnyB3lULtMTSkB27y4MvkF_rVBpjaWJpbbGmySeQv4=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5EYtuo-O_jt34DCQAnySjVReiX1C15EuQ_7aZ9qyYtLiBz5tMUMPRHAG0PPMH3jGM4WP3wXWVXaTkNny8emSTa8N0UeyVy5MJboqcgIPlvQ91dq4hZ12zsb6pIjgTSfWnlhdiiQ=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBYU3fm64BhdHCnLoZ9EHIdqWX4XV1dvOdhVRiqHvn30qQ5QIHYTqx1VIr1xlurBneCWB5His4wdE8mKLeISX6I80LG7cs0K-QGpeX6fonbERcEeJkTU7cayPzItUU5NWiAy6c=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwercLjmRU0I5sjSN8loPYpx0RhOTlH9P4XIP7lT7pxTt9CXtTiq3RQin0mlo4pUeKlNJLrYgnWDAW6CVH89bqOj7s3ar74iNAkoIhEw5mq7dHrVCgZql4IGYOFbCG1gn3ZxVTOlC=w122-h92-k-no
Green Haus Cafe,BOS-BRI-124,42.332245,-71.1358282,"1520 Tremont St, Boston, MA 02120, United States",02120,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoyd_4dKOKi0ggjuuQWYZFukaqnjBEd1YMlnEUcmNNlFLyElPhI8drI18H4CYVCeZoxPqXjyviKnrlzMKEuFePDbCR_V_xXKwzvGDiXozwqTE_mM0xoEn1EmHR9TFT7k6AgKkqkVw=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoyYuqr5BZghBg3O-uqlgNlt1pSnFXwm_DqS4lgfkfwvNG54iQhoX75yd1pxxt2HVSBPgug-TYSF51OOV2_0TY4sRDfLabWHKjCg2eL5IVa2vw-hvagQHIHkg4tMyi4BLKQq_4=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5EYtuo-O_jt34DCQAnySjVReiX1C15EuQ_7aZ9qyYtLiBz5tMUMPRHAG0PPMH3jGM4WP3wXWVXaTkNny8emSTa8N0UeyVy5MJboqcgIPlvQ91dq4hZ12zsb6pIjgTSfWnlhdiiQ=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBYU3fm64BhdHCnLoZ9EHIdqWX4XV1dvOdhVRiqHvn30qQ5QIHYTqx1VIr1xlurBneCWB5His4wdE8mKLeISX6I80LG7cs0K-QGpeX6fonbERcEeJkTU7cayPzItUU5NWiAy6c=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwercLjmRU0I5sjSN8loPYpx0RhOTlH9P4XIP7lT7pxTt9CXtTiq3RQin0mlo4pUeKlNJLrYgnWDAW6CVH89bqOj7s3ar74iNAkoIhEw5mq7dHrVCgZql4IGYOFbCG1gn3ZxVTOlC=w122-h92-k-no
Clear Flour Coffee Bar,BOS-BRI-125,42.3529205,-71.1689758,"180 Thorndike St, Brookline, MA 02446, United States",02446,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep_SkixvfBkw1Zc9CeHyjKEiDVS-1HdkUt94m3HZLvPFbRIzI9Ez3cJktNnX5dvzIY_ePGgz1f4vFSg0-6iVqu6Oocd3MGhIbJRXUAw9_D3Rsw4pXv2hRkLWdwUAdMTVI5NPsQ7PWMRO-HX=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoyd_4dKOKi0ggjuuQWYZFukaqnjBEd1YMlnEUcmNNlFLyElPhI8drI18H4CYVCeZoxPqXjyviKnrlzMKEuFePDbCR_V_xXKwzvGDiXozwqTE_mM0xoEn1EmHR9TFT7k6AgKkqkVw=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5EYtuo-O_jt34DCQAnySjVReiX1C15EuQ_7aZ9qyYtLiBz5tMUMPRHAG0PPMH3jGM4WP3wXWVXaTkNny8emSTa8N0UeyVy5MJboqcgIPlvQ91dq4hZ12zsb6pIjgTSfWnlhdiiQ=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBYU3fm64BhdHCnLoZ9EHIdqWX4XV1dvOdhVRiqHvn30qQ5QIHYTqx1VIr1xlurBneCWB5His4wdE8mKLeISX6I80LG7cs0K-QGpeX6fonbERcEeJkTU7cayPzItUU5NWiAy6c=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwercLjmRU0I5sjSN8loPYpx0RhOTlH9P4XIP7lT7pxTt9CXtTiq3RQin0mlo4pUeKlNJLrYgnWDAW6CVH89bqOj7s3ar74iNAkoIhEw5mq7dHrVCgZql4IGYOFbCG1gn3ZxVTOlC=w122-h92-k-no
The Stockyard Restaurant,BOS-BRI-126,42.3647936,-71.1418459,"286 Franklin St, Cambridge, MA 02139, United States",02139,Boston,MA,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoxpvQu_w0SrYq_n2hxXse3Uob6tbSLTwFI4OMRXFdXblfEkQjEJ2MA-kVBk23FcdUVe5d3OwKHfWYv76kzLms2swli2ruRxK2nrBEFoaJZV-u0r1_biWY2Bz_XT1zRgQ_fu7d3=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqoi5WIUQ0Q9kY764wztmNNGldrQXAAb-nfA1ef-sqjR6WjUtfcEE39EJtFHYj8Lf_nMpvVYxJXFOXFrssMwtpflIYiVonKjaBdsD9BTPVZgBsM4vUv5cpJW6goWoa7oZPKhcRLCg=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5EYtuo-O_jt34DCQAnySjVReiX1C15EuQ_7aZ9qyYtLiBz5tMUMPRHAG0PPMH3jGM4WP3wXWVXaTkNny8emSTa8N0UeyVy5MJboqcgIPlvQ91dq4hZ12zsb6pIjgTSfWnlhdiiQ=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBYU3fm64BhdHCnLoZ9EHIdqWX4XV1dvOdhVRiqHvn30qQ5QIHYTqx1VIr1xlurBneCWB5His4wdE8mKLeISX6I80LG7cs0K-QGpeX6fonbERcEeJkTU7cayPzItUU5NWiAy6c=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwercLjmRU0I5sjSN8loPYpx0RhOTlH9P4XIP7lT7pxTt9CXtTiq3RQin0mlo4pUeKlNJLrYgnWDAW6CVH89bqOj7s3ar74iNAkoIhEw5mq7dHrVCgZql4IGYOFbCG1gn3ZxVTOlC=w122-h92-k-no
