Cafe Name,Menu Item
Tatte Bakery & Cafe | Harvard Square,Americano
Tatte Bakery & Cafe | Harvard Square,Drip Coffee topped with a double shot of espresso.
Tatte Bakery & Cafe | Harvard Square,Tomato Soup
Tatte Bakery & Cafe | Harvard Square,Lamb Kebab Pita
Tatte Bakery & Cafe | Harvard Square,Contains: Wheat
Tatte Bakery & Cafe | Harvard Square,Mint Lemonade 12oz
Tatte Bakery & Cafe | Harvard Square,Golden Buds Tea
Tatte Bakery & Cafe | Harvard Square,Matzo covered in Valrhona dark chocolate. (Contains: Wheat)
Tatte Bakery & Cafe | Harvard Square,Tuna Sandwich
Tatte Bakery & Cafe | Harvard Square,Chicken Salad
Tatte Bakery & Cafe | Harvard Square,Cinnamon & Pecan Rose
Tatte Bakery & Cafe | Harvard Square,Nutella Tube
Tatte Bakery & Cafe | Harvard Square,Cold-pressed Bosc pear juice. 12 oz. bottle. (170 cal)
Tatte Bakery & Cafe | Harvard Square,Cinnamon & Walnut Coffeecake Slice
Tatte Bakery & Cafe | Harvard Square,"Potato, Mushroom, & Bacon Shakshuka"
Tatte Bakery & Cafe | Harvard Square,Honey Halva Latte - 12 oz
Tatte Bakery & Cafe | Harvard Square,Fresh Berries and Grapes. Enjoy! (80 cal)
Tatte Bakery & Cafe | Harvard Square,Egg in the Hole
Tatte Bakery & Cafe | Harvard Square,Steamed Milk
Tatte Bakery & Cafe | Harvard Square,Preserved Fig Lemon Mint Soda
Tatte Bakery & Cafe | Harvard Square,Coffee
Tatte Bakery & Cafe | Harvard Square,Traditional Shakshuka
Tatte Bakery & Cafe | Harvard Square,Box of Coffee
Tatte Bakery & Cafe | Harvard Square,Plain Butter Box
Tatte Bakery & Cafe | Harvard Square,Lemon Mint Tart
Tatte Bakery & Cafe | Harvard Square,Chocolate Covered Matzo Bark
Tatte Bakery & Cafe | Harvard Square,Easter Egg Cookie Bag (4 CT)
Tatte Bakery & Cafe | Harvard Square,Smoked Salmon and Avocado Tartine
Tatte Bakery & Cafe | Harvard Square,"Leek, Potato & Spinach Quiche & Salad"
Tatte Bakery & Cafe | Harvard Square,Potato Leek Soup
Tatte Bakery & Cafe | Harvard Square,G&G Overnight Oats
Tatte Bakery & Cafe | Harvard Square,Mem Tea Herbal Blood Orange Hibiscus tea served over ice.
Tatte Bakery & Cafe | Harvard Square,Lamb Hash
Tatte Bakery & Cafe | Harvard Square,Blueberry Olive Oil Muffin
Tatte Bakery & Cafe | Harvard Square,Morning Bun
Tatte Bakery & Cafe | Harvard Square,"1/2 dozen of our freshly baked challah rolls. (Contains: Wheat, Egg)"
Tatte Bakery & Cafe | Harvard Square,Raspberry Yogurt Meringue Cloud (GF)
Tatte Bakery & Cafe | Harvard Square,Mixed Berry Fruit Box
Tatte Bakery & Cafe | Harvard Square,Halloumi & Sunny-Side Breakfast Sandwich
Tatte Bakery & Cafe | Harvard Square,Turkey BLAT
Tatte Bakery & Cafe | Harvard Square,Pistachio Latte - 12 oz
Tatte Bakery & Cafe | Harvard Square,Nutella Cookie
Tatte Bakery & Cafe | Harvard Square,BAKERY
Tatte Bakery & Cafe | Harvard Square,Chocolate Rose
Tatte Bakery & Cafe | Harvard Square,A double shot of espresso poured over hot water
Tatte Bakery & Cafe | Harvard Square,House Breakfast Plate
Tatte Bakery & Cafe | Harvard Square,London Fog
Tatte Bakery & Cafe | Harvard Square,Lamb Meatball & Labneh Shakshuka
Tatte Bakery & Cafe | Harvard Square,"Blueberry, Beet & Ricotta Salad"
Tatte Bakery & Cafe | Harvard Square,Retail Ciabatta Loaf
Tatte Bakery & Cafe | Harvard Square,Iced Honey Halva Latte - 12 oz
Tatte Bakery & Cafe | Harvard Square,FULL MENU
Tatte Bakery & Cafe | Harvard Square,Mem Tea Ceylon Blend Black tea served over ice.
Tatte Bakery & Cafe | Harvard Square,"Tatte T1 Drip Blend - 12 oz, Whole Bean"
Tatte Bakery & Cafe | Harvard Square,Labneh
Tatte Bakery & Cafe | Harvard Square,Mediterranean Farro Salad
Tatte Bakery & Cafe | Harvard Square,Red Eye
Tatte Bakery & Cafe | Harvard Square,Limonata Pellegrino
Tatte Bakery & Cafe | Harvard Square,Tomato Basil Soup 16 oz
Tatte Bakery & Cafe | Harvard Square,Lemon Raspberry Pavlova (IND)
Tatte Bakery & Cafe | Harvard Square,Turkey Avocado Sandwich
Tatte Bakery & Cafe | Harvard Square,Coffee Caramel Mousse (GF)
Tatte Bakery & Cafe | Harvard Square,Tomato & Goat Cheese Scrambled Egg Plate
Tatte Bakery & Cafe | Harvard Square,Individual Focaccia
Tatte Bakery & Cafe | Harvard Square,Cup - Crumbs Cheesecake
Tatte Bakery & Cafe | Harvard Square,Cup - Blue & Blackberry Cheesecake
Tatte Bakery & Cafe | Harvard Square,(Contains: Wheat)
Tatte Bakery & Cafe | Harvard Square,Baguette
Tatte Bakery & Cafe | Harvard Square,Kale & Apple Juice 12oz
Tatte Bakery & Cafe | Harvard Square,Iced Americano
Tatte Bakery & Cafe | Harvard Square,Cranberry Pistachio Box
Tatte Bakery & Cafe | Harvard Square,Broccolini & Squash Hummus Pita
Tatte Bakery & Cafe | Harvard Square,Passionfruit Krembo (GF)
Tatte Bakery & Cafe | Harvard Square,Earl Grey Tea
Tatte Bakery & Cafe | Harvard Square,Iced Blood Orange Hibiscus Tea
Tatte Bakery & Cafe | Harvard Square,Black Sesame Latte - 12 oz
Tatte Bakery & Cafe | Harvard Square,Prosciutto & Fig Panini
Tatte Bakery & Cafe | Harvard Square,Cherry Almond Scone
Tatte Bakery & Cafe | Harvard Square,Chicken Salad Sandwich
Tatte Bakery & Cafe | Harvard Square,Crunchy Halloumi Salad
Tatte Bakery & Cafe | Harvard Square,A double shot of espresso using Tatte Coffee No 4 Espresso Blend.
Tatte Bakery & Cafe | Harvard Square,Warm Oatmeal & Fruit
Tatte Bakery & Cafe | Harvard Square,Our house lemonade recipe infused with mint. 12 oz. bottle. (130 cal)
Tatte Bakery & Cafe | Harvard Square,Moroccan Mint Tea
Tatte Bakery & Cafe | Harvard Square,Bottled Water
Tatte Bakery & Cafe | Harvard Square,Iced Red Eye
Tatte Bakery & Cafe | Harvard Square,Cortado
Tatte Bakery & Cafe | Harvard Square,Iced Mocha
Tatte Bakery & Cafe | Harvard Square,Plain Butter Tube
Tatte Bakery & Cafe | Harvard Square,Cold Milk
Tatte Bakery & Cafe | Harvard Square,Bagged Salad Rolls
Tatte Bakery & Cafe | Harvard Square,San Pellegrino sparkling water.
Tatte Bakery & Cafe | Harvard Square,Cold-pressed apple and kale juice. 12 oz. bottle. (120 cal)
Tatte Bakery & Cafe | Harvard Square,Cold-pressed orange juice. 12 oz. bottle. (360 cal)
Tatte Bakery & Cafe | Harvard Square,Flat White - 8 oz
Tatte Bakery & Cafe | Harvard Square,Tender ciabatta infused with EVOO (Contains: Wheat)
Tatte Bakery & Cafe | Harvard Square,Fresh Mozzarella Sandwich
Tatte Bakery & Cafe | Harvard Square,Macchiato
Tatte Bakery & Cafe | Harvard Square,Egg in the Hole with Ham & Cheese
Tatte Bakery & Cafe | Harvard Square,Iced Black Tea
Tatte Bakery & Cafe | Harvard Square,Pistachio Cherry Tart
Tatte Bakery & Cafe | Harvard Square,Chicken Vegetable Soup
Tatte Bakery & Cafe | Harvard Square,Iced Chai Latte
Tatte Bakery & Cafe | Harvard Square,Linzer Cookie
Tatte Bakery & Cafe | Harvard Square,Tomato & Mozzarella Flatbread Slice
Tatte Bakery & Cafe | Harvard Square,Sparkling Matcha Lemonade 16 oz
Tatte Bakery & Cafe | Harvard Square,Croque Madame
Tatte Bakery & Cafe | Harvard Square,"(230 / 300 cal, Contains: Milk)"
Tatte Bakery & Cafe | Harvard Square,Grilled Cheese
Tatte Bakery & Cafe | Harvard Square,Sausage Breakfast Sandwich
Tatte Bakery & Cafe | Harvard Square,Ham & Cheese Croissant with Dijon Mustard
Tatte Bakery & Cafe | Harvard Square,Dark Chocolate Muffin (GF)
Tatte Bakery & Cafe | Harvard Square,Petit Mixed Nut Box
Tatte Bakery & Cafe | Harvard Square,Pear Juice 12oz
Tatte Bakery & Cafe | Harvard Square,Roasted Salmon Sandwich
Tatte Bakery & Cafe | Harvard Square,© 2026 Tatte Bakery & Café. All rights reserved. | v1.0.61
Tatte Bakery & Cafe | Harvard Square,Croque Monsieur
Tatte Bakery & Cafe | Harvard Square,Hot Chocolate
Tatte Bakery & Cafe | Harvard Square,Halva Sesame Tea Cake (GF)
Tatte Bakery & Cafe | Harvard Square,"Chicken, Baby Kale & Chickpea Salad"
Tatte Bakery & Cafe | Harvard Square,Ham & Cheddar Quiche & Salad
Tatte Bakery & Cafe | Harvard Square,G&G Muesli Cup
Tatte Bakery & Cafe | Harvard Square,Plain Brownie (GF)
Tatte Bakery & Cafe | Harvard Square,Fattoush Salad
Tatte Bakery & Cafe | Harvard Square,Honey Carrot Cake Slice
Tatte Bakery & Cafe | Harvard Square,Orange Upside Down Cake Slice
Tatte Bakery & Cafe | Harvard Square,Cashew Pepper Spread
Tatte Bakery & Cafe | Harvard Square,Apple Berry Tea
Tatte Bakery & Cafe | Harvard Square,Sour Cherry Cheese Danish
Tatte Bakery & Cafe | Harvard Square,16 Oz Iced White Peach & Mint Cooler
Tatte Bakery & Cafe | Harvard Square,"(80 cal, Contains: Wheat, Milk, Egg, Soy, Tree Nut (Hazelnut))"
Tatte Bakery & Cafe | Harvard Square,"Tatte T2 Drip Blend - 12 oz, Whole Bean"
Tatte Bakery & Cafe | Harvard Square,G&G Berries & Grapes
Tatte Bakery & Cafe | Harvard Square,KITCHEN
Tatte Bakery & Cafe | Harvard Square,16 Oz Iced Mango & Ginger Cooler
Tatte Bakery & Cafe | Harvard Square,Avocado Tartine
Tatte Bakery & Cafe | Harvard Square,A double shot of espresso poured over cold water.
Tatte Bakery & Cafe | Harvard Square,Cranberry Pistachio Bag
Tatte Bakery & Cafe | Harvard Square,Strawberry Turnover
Tatte Bakery & Cafe | Harvard Square,Lamb Kebab Plate
Tatte Bakery & Cafe | Harvard Square,Iced Golden Green Tea
Tatte Bakery & Cafe | Harvard Square,Pear Tart
Tatte Bakery & Cafe | Harvard Square,Iced Latte
Tatte Bakery & Cafe | Harvard Square,Mixed Nut Tart Slice
Tatte Bakery & Cafe | Harvard Square,"2 salad rolls in a bag. (280 cal, Contains: Wheat, Egg)"
Tatte Bakery & Cafe | Harvard Square,Latte
Tatte Bakery & Cafe | Harvard Square,Sparkling Italian blood orange soda from San Pellegrino.
Tatte Bakery & Cafe | Harvard Square,Double Espresso
Tatte Bakery & Cafe | Harvard Square,Monkey Bread
Tatte Bakery & Cafe | Harvard Square,"Smoked Salmon, Avocado, & Egg Sandwich"
Tatte Bakery & Cafe | Harvard Square,16 Oz Iced Strawberry & Cardamom Cooler
Tatte Bakery & Cafe | Harvard Square,Orange Juice 12oz
Tatte Bakery & Cafe | Harvard Square,Coconut Macaroons (IND)
Tatte Bakery & Cafe | Harvard Square,1/2 Dozen Challah Rolls
Tatte Bakery & Cafe | Harvard Square,Cup - Strawberry & Raspberry Cheesecake
Tatte Bakery & Cafe | Harvard Square,Tiramisu
Tatte Bakery & Cafe | Harvard Square,Almond Croissant
Tatte Bakery & Cafe | Harvard Square,Chocolate Croissant
Tatte Bakery & Cafe | Harvard Square,Tuna Salad
Tatte Bakery & Cafe | Harvard Square,Fresh Corn & Avocado Farro Bowl
Tatte Bakery & Cafe | Harvard Square,Golden Green Tea
Tatte Bakery & Cafe | Harvard Square,Toasted housemade bread served with butter.
Tatte Bakery & Cafe | Harvard Square,Breakfast Sandwich
Tatte Bakery & Cafe | Harvard Square,Roasted Salmon & Spring Vegetable Rice Bowl
Tatte Bakery & Cafe | Harvard Square,Oatmeal & Walnut Cookie (GF)
Tatte Bakery & Cafe | Harvard Square,Sourdough
Tatte Bakery & Cafe | Harvard Square,Mocha
Tatte Bakery & Cafe | Harvard Square,Jerusalem Bagel
Tatte Bakery & Cafe | Harvard Square,Roasted Cauliflower Sandwich
Tatte Bakery & Cafe | Harvard Square,DRINKS
Tatte Bakery & Cafe | Harvard Square,"(710 cal, Contains: Milk, Sesame, Tree Nut (Almond, Cashew))"
Tatte Bakery & Cafe | Harvard Square,A double shot of Tatte No. 4 espresso with milk over ice.
Tatte Bakery & Cafe | Harvard Square,Petit Cloud Assortment (GF)
Tatte Bakery & Cafe | Harvard Square,Short Rib Grilled Cheese Sandwich
Tatte Bakery & Cafe | Harvard Square,"Tatte No. 4 Espresso Blend - 12 oz, Whole Bean"
Tatte Bakery & Cafe | Harvard Square,Croissant Breakfast Sandwich
Tatte Bakery & Cafe | Harvard Square,Pistachio Croissant
Tatte Bakery & Cafe | Harvard Square,Iced Black Sesame Latte - 16 oz
Tatte Bakery & Cafe | Harvard Square,Kids Sandwich
Tatte Bakery & Cafe | Harvard Square,Toast
Tatte Bakery & Cafe | Harvard Square,Kouign-Amann
Tatte Bakery & Cafe | Harvard Square,Cold Brew
Tatte Bakery & Cafe | Harvard Square,Blood Orange Pellegrino
Tatte Bakery & Cafe | Harvard Square,Freshly baked Multigrain loaf (Contains: Wheat)
Tatte Bakery & Cafe | Harvard Square,Sparkling Water
Tatte Bakery & Cafe | Harvard Square,Cold brew topped with a double shot of espresso
Tatte Bakery & Cafe | Harvard Square,Coconut Macaroons (6 CT)
Tatte Bakery & Cafe | Harvard Square,Bread & Butter
Tatte Bakery & Cafe | Harvard Square,Chamomile Tea
Tatte Bakery & Cafe | Harvard Square,Vanilla Lime Krembo (GF)
Tatte Bakery & Cafe | Harvard Square,Royal Icing Egg Cookie
Tatte Bakery & Cafe | Harvard Square,Plain Croissant
Tatte Bakery & Cafe | Harvard Square,Chicken Pita
Tatte Bakery & Cafe | Harvard Square,Multigrain
Tatte Bakery & Cafe | Harvard Square,Muesli
Tatte Bakery & Cafe | Harvard Square,Maple Aleppo Chicken
Tatte Bakery & Cafe | Harvard Square,Cranberry Pistachio Cookie
Tatte Bakery & Cafe | Harvard Square,Matcha Latte
Tatte Bakery & Cafe | Harvard Square,Blood Orange Hibiscus Tea
Tatte Bakery & Cafe | Harvard Square,Granola 14 oz
Tatte Bakery & Cafe | Harvard Square,Cafe au Lait
Tatte Bakery & Cafe | Harvard Square,"Maple, Squash & Chicken Salad"
Tatte Bakery & Cafe | Harvard Square,Chai Latte
Tatte Bakery & Cafe | Harvard Square,English Breakfast Tea
Tatte Bakery & Cafe | Harvard Square,Dark Chocolate Mousse Cake (GF)
Tatte Bakery & Cafe | Harvard Square,Braised Short Rib & Eggplant Couscous Bowl
Tatte Bakery & Cafe | Harvard Square,Chickpea & Fava Plate
Tatte Bakery & Cafe | Harvard Square,Halva Chocolate Chunk Cookie
Tatte Bakery & Cafe | Harvard Square,Pineapple Passionfruit Matcha Bombe
Tatte Bakery & Cafe | Harvard Square,Green & Nutty Salad
Tatte Bakery & Cafe | Harvard Square,Iced Pistachio Latte - 16 oz
Tatte Bakery & Cafe | Harvard Square,Nutella Box
Tatte Bakery & Cafe | Harvard Square,Iced Matcha Latte
Tatte Bakery & Cafe | Harvard Square,Raspberry Tea Cake (GF)
Tatte Bakery & Cafe | Harvard Square,Cappuccino
Tatte Bakery & Cafe | Harvard Square,Chocolate Sandwich Cookie
Tatte Bakery & Cafe | Harvard Square,Cheese Boureka
Tatte Bakery & Cafe | Harvard Square,Walnut Brownie (GF)
Tatte Bakery & Cafe | Harvard Square,BLAT
Tatte Bakery & Cafe | Harvard Square,Sparkling Italian lemonade from San Pellegrino.
Tatte Bakery & Cafe | Harvard Square,Prosciutto & Parmesan Scrambled Egg Plate
Tatte Bakery & Cafe | Harvard Square,Tatte T2 Drip Blend finished with steamed milk.
Tatte Bakery & Cafe | Harvard Square,Lemon Poppyseed Loaf Cake Slice
Oba Bakery & Cafe,Baklava
Oba Bakery & Cafe,Open
Oba Bakery & Cafe,OBA BAKERY
Oba Bakery & Cafe,"Powered by © 2026 Clover Network, LLC"
Oba Bakery & Cafe,United States (English)
Oba Bakery & Cafe,Dessert
Oba Bakery & Cafe,Combos
Oba Bakery & Cafe,Bagel
Oba Bakery & Cafe,Sandwich
Oba Bakery & Cafe,"16 BRIGHTON AVE, BOSTON, MA, 02135, US"
Oba Bakery & Cafe,8:00 AM - 10:00 PM EDT
Tatte Bakery & Cafe | Coolidge Corner,Americano
Tatte Bakery & Cafe | Coolidge Corner,Drip Coffee topped with a double shot of espresso.
Tatte Bakery & Cafe | Coolidge Corner,Tomato Soup
Tatte Bakery & Cafe | Coolidge Corner,Lamb Kebab Pita
Tatte Bakery & Cafe | Coolidge Corner,Contains: Wheat
Tatte Bakery & Cafe | Coolidge Corner,Mint Lemonade 12oz
Tatte Bakery & Cafe | Coolidge Corner,Golden Buds Tea
Tatte Bakery & Cafe | Coolidge Corner,Matzo covered in Valrhona dark chocolate. (Contains: Wheat)
Tatte Bakery & Cafe | Coolidge Corner,Tuna Sandwich
Tatte Bakery & Cafe | Coolidge Corner,Chicken Salad
Tatte Bakery & Cafe | Coolidge Corner,Cinnamon & Pecan Rose
Tatte Bakery & Cafe | Coolidge Corner,Nutella Tube
Tatte Bakery & Cafe | Coolidge Corner,Cold-pressed Bosc pear juice. 12 oz. bottle. (170 cal)
Tatte Bakery & Cafe | Coolidge Corner,Cinnamon & Walnut Coffeecake Slice
Tatte Bakery & Cafe | Coolidge Corner,"Potato, Mushroom, & Bacon Shakshuka"
Tatte Bakery & Cafe | Coolidge Corner,Honey Halva Latte - 12 oz
Tatte Bakery & Cafe | Coolidge Corner,Fresh Berries and Grapes. Enjoy! (80 cal)
Tatte Bakery & Cafe | Coolidge Corner,Egg in the Hole
Tatte Bakery & Cafe | Coolidge Corner,Steamed Milk
Tatte Bakery & Cafe | Coolidge Corner,Preserved Fig Lemon Mint Soda
Tatte Bakery & Cafe | Coolidge Corner,Coffee
Tatte Bakery & Cafe | Coolidge Corner,Traditional Shakshuka
Tatte Bakery & Cafe | Coolidge Corner,Box of Coffee
Tatte Bakery & Cafe | Coolidge Corner,Plain Butter Box
Tatte Bakery & Cafe | Coolidge Corner,Lemon Mint Tart
Tatte Bakery & Cafe | Coolidge Corner,Chocolate Covered Matzo Bark
Tatte Bakery & Cafe | Coolidge Corner,Easter Egg Cookie Bag (4 CT)
Tatte Bakery & Cafe | Coolidge Corner,Smoked Salmon and Avocado Tartine
Tatte Bakery & Cafe | Coolidge Corner,"Leek, Potato & Spinach Quiche & Salad"
Tatte Bakery & Cafe | Coolidge Corner,Potato Leek Soup
Tatte Bakery & Cafe | Coolidge Corner,G&G Overnight Oats
Tatte Bakery & Cafe | Coolidge Corner,Mem Tea Herbal Blood Orange Hibiscus tea served over ice.
Tatte Bakery & Cafe | Coolidge Corner,Lamb Hash
Tatte Bakery & Cafe | Coolidge Corner,Blueberry Olive Oil Muffin
Tatte Bakery & Cafe | Coolidge Corner,Morning Bun
Tatte Bakery & Cafe | Coolidge Corner,"1/2 dozen of our freshly baked challah rolls. (Contains: Wheat, Egg)"
Tatte Bakery & Cafe | Coolidge Corner,Raspberry Yogurt Meringue Cloud (GF)
Tatte Bakery & Cafe | Coolidge Corner,Mixed Berry Fruit Box
Tatte Bakery & Cafe | Coolidge Corner,Halloumi & Sunny-Side Breakfast Sandwich
Tatte Bakery & Cafe | Coolidge Corner,Turkey BLAT
Tatte Bakery & Cafe | Coolidge Corner,Pistachio Latte - 12 oz
Tatte Bakery & Cafe | Coolidge Corner,Nutella Cookie
Tatte Bakery & Cafe | Coolidge Corner,BAKERY
Tatte Bakery & Cafe | Coolidge Corner,Chocolate Rose
Tatte Bakery & Cafe | Coolidge Corner,A double shot of espresso poured over hot water
Tatte Bakery & Cafe | Coolidge Corner,House Breakfast Plate
Tatte Bakery & Cafe | Coolidge Corner,London Fog
Tatte Bakery & Cafe | Coolidge Corner,Lamb Meatball & Labneh Shakshuka
Tatte Bakery & Cafe | Coolidge Corner,"Blueberry, Beet & Ricotta Salad"
Tatte Bakery & Cafe | Coolidge Corner,Retail Ciabatta Loaf
Tatte Bakery & Cafe | Coolidge Corner,Iced Honey Halva Latte - 12 oz
Tatte Bakery & Cafe | Coolidge Corner,FULL MENU
Tatte Bakery & Cafe | Coolidge Corner,Mem Tea Ceylon Blend Black tea served over ice.
Tatte Bakery & Cafe | Coolidge Corner,"Tatte T1 Drip Blend - 12 oz, Whole Bean"
Tatte Bakery & Cafe | Coolidge Corner,Labneh
Tatte Bakery & Cafe | Coolidge Corner,Mediterranean Farro Salad
Tatte Bakery & Cafe | Coolidge Corner,Red Eye
Tatte Bakery & Cafe | Coolidge Corner,Limonata Pellegrino
Tatte Bakery & Cafe | Coolidge Corner,Tomato Basil Soup 16 oz
Tatte Bakery & Cafe | Coolidge Corner,Lemon Raspberry Pavlova (IND)
Tatte Bakery & Cafe | Coolidge Corner,Turkey Avocado Sandwich
Tatte Bakery & Cafe | Coolidge Corner,Coffee Caramel Mousse (GF)
Tatte Bakery & Cafe | Coolidge Corner,Tomato & Goat Cheese Scrambled Egg Plate
Tatte Bakery & Cafe | Coolidge Corner,Individual Focaccia
Tatte Bakery & Cafe | Coolidge Corner,Cup - Crumbs Cheesecake
Tatte Bakery & Cafe | Coolidge Corner,Cup - Blue & Blackberry Cheesecake
Tatte Bakery & Cafe | Coolidge Corner,(Contains: Wheat)
Tatte Bakery & Cafe | Coolidge Corner,Baguette
Tatte Bakery & Cafe | Coolidge Corner,Kale & Apple Juice 12oz
Tatte Bakery & Cafe | Coolidge Corner,Iced Americano
Tatte Bakery & Cafe | Coolidge Corner,Cranberry Pistachio Box
Tatte Bakery & Cafe | Coolidge Corner,Broccolini & Squash Hummus Pita
Tatte Bakery & Cafe | Coolidge Corner,Passionfruit Krembo (GF)
Tatte Bakery & Cafe | Coolidge Corner,Earl Grey Tea
Tatte Bakery & Cafe | Coolidge Corner,Iced Blood Orange Hibiscus Tea
Tatte Bakery & Cafe | Coolidge Corner,Black Sesame Latte - 12 oz
Tatte Bakery & Cafe | Coolidge Corner,Prosciutto & Fig Panini
Tatte Bakery & Cafe | Coolidge Corner,Cherry Almond Scone
Tatte Bakery & Cafe | Coolidge Corner,Chicken Salad Sandwich
Tatte Bakery & Cafe | Coolidge Corner,Crunchy Halloumi Salad
Tatte Bakery & Cafe | Coolidge Corner,A double shot of espresso using Tatte Coffee No 4 Espresso Blend.
Tatte Bakery & Cafe | Coolidge Corner,Warm Oatmeal & Fruit
Tatte Bakery & Cafe | Coolidge Corner,Our house lemonade recipe infused with mint. 12 oz. bottle. (130 cal)
Tatte Bakery & Cafe | Coolidge Corner,Moroccan Mint Tea
Tatte Bakery & Cafe | Coolidge Corner,Bottled Water
Tatte Bakery & Cafe | Coolidge Corner,Iced Red Eye
Tatte Bakery & Cafe | Coolidge Corner,Cortado
Tatte Bakery & Cafe | Coolidge Corner,Iced Mocha
Tatte Bakery & Cafe | Coolidge Corner,Plain Butter Tube
Tatte Bakery & Cafe | Coolidge Corner,Cold Milk
Tatte Bakery & Cafe | Coolidge Corner,Bagged Salad Rolls
Tatte Bakery & Cafe | Coolidge Corner,San Pellegrino sparkling water.
Tatte Bakery & Cafe | Coolidge Corner,Cold-pressed apple and kale juice. 12 oz. bottle. (120 cal)
Tatte Bakery & Cafe | Coolidge Corner,Cold-pressed orange juice. 12 oz. bottle. (360 cal)
Tatte Bakery & Cafe | Coolidge Corner,Flat White - 8 oz
Tatte Bakery & Cafe | Coolidge Corner,Tender ciabatta infused with EVOO (Contains: Wheat)
Tatte Bakery & Cafe | Coolidge Corner,Fresh Mozzarella Sandwich
Tatte Bakery & Cafe | Coolidge Corner,Macchiato
