Name,Shop Code,Latitude,Longitude,Full Address,Zip Code,Images,Website,Menu_Items_Cleaned
Model Cafe,BOS  -AL-123,42.3427707,-71.1763515,"7 N Beacon St, Boston, MA 02134, United States",2134,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoFqlf5sTco0WCv6YTxjcCioUBhUUsHO922wdTEY2MgkpabKDQrrYAdyMJ8YCpYhB_r4JfVqSfUz0IKgFgx4MOdJYheSbs96TFH4RPYjzh_xawajWONZdk305yrmDvM8ZnlLFk=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepHMEcmRLnB2JZxhNH1P1aMI_1Xv-qjzg1iRpjyijisUZZKKwK-3FrN-wD3eu5-MphLCfethRTGso5l__QYRyBLk20U8Hk4BSKrBdcGqXNFKVbLRk8kuX-uaDDAONdFmyGZocLY=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,,Link Not Found
"Greystone Cafe, Bakery, and Provisions",BOS-AL-124,42.3452743,-71.1107339,"123 Appleton St, Boston, MA 02116, United States",2116,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerWhd-H_k5PVgiDK_b1pdCiyU4iXJMRepEwnQd9-tOYYT-WGkpa60fIQjOkIdosEG-mx7b8oaUUgu5F8EQEx9mlTTw0XMma7rkJ7E2nfNzTvjBa1mLDvfCj-axEgeMQCdRN9DeJ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoFqlf5sTco0WCv6YTxjcCioUBhUUsHO922wdTEY2MgkpabKDQrrYAdyMJ8YCpYhB_r4JfVqSfUz0IKgFgx4MOdJYheSbs96TFH4RPYjzh_xawajWONZdk305yrmDvM8ZnlLFk=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,http://www.greystonecafe.com/,MENU ; THINGS WE SHIP ; ORDER ONLINE ; OPEN JOBS ; menus
Coffee Turco,BOS-AL-125,42.3538857,-71.173185,"483 Cambridge St, Allston, MA 02134, United States",2134,https://lh3.googleusercontent.com/p/AF1QipNEHKH_-HXaUrBbCfZc8QwaYuko0sGjXGD2bLQS=w80-h92-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQvZ1JFKvUhixHDQqsxlvpUN_xp7WZgao3yYGnPBSBY00Y4Ee3ykmZM00QclPRjzSa-o6wiC_N_nxsa6nx1tzK6_y67U7X03gdvqp2egljB9R5XrIqphvi3o_5vAiYPQFM5LscrA=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqsQpJkDcpilh-LHreBhVJvUi8xiTnloNpXHbKFIbDeStYikKrQPQpy0DU0mtTZXAyrqOBkQ1G_w44kXiygC19M8EOMm5S_HN4c0eE4k_YdPU9xgMWFIrq2Sc3aIqEXSS3NNlcM=w176-h92-k-no,,Link Not Found
@UNION,BOS-AL-126,42.3538857,-71.173185,"174 Harvard Ave, Boston, MA 02134, United States",2134,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w32-h32-p-k-no | https://lh3.googleusercontent.com/p/AF1QipNEHKH_-HXaUrBbCfZc8QwaYuko0sGjXGD2bLQS=w80-h92-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQvZ1JFKvUhixHDQqsxlvpUN_xp7WZgao3yYGnPBSBY00Y4Ee3ykmZM00QclPRjzSa-o6wiC_N_nxsa6nx1tzK6_y67U7X03gdvqp2egljB9R5XrIqphvi3o_5vAiYPQFM5LscrA=w80-h106-k-no,,Link Not Found
Sultana's Bakery & Cafe,BOS-AL-127,42.3538857,-71.173185,"1585 Commonwealth Ave, Boston, MA 02135, United States",2135,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepSFCmKGnUefD8BE_uVTNK905Yexb1xLpAonqX4ZcPlkMBja5hRglrDbE63O8G-Ej11vVjLTcL8CHSPmSi5lZKIgXH9rwg6IMOAAwdYVLrJRxn_xZWIimnyCt1k1Aj7VAnW12eZ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w32-h32-p-k-no | https://lh3.googleusercontent.com/p/AF1QipNEHKH_-HXaUrBbCfZc8QwaYuko0sGjXGD2bLQS=w80-h92-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w122-h92-k-no,https://sultanascafe.com/,Complex Layout (Manual Check Needed)
Caffè Nero,BOS-AL-128,42.3538857,-71.173185,"1047 Commonwealth Ave, Boston, MA 02215, United States",2215,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqhijC4DfOHWUDccz6XHZf9NIKJ_aXIfwMuvp4E4jytd_iZuIdLTxWKlesqAnotBKAOTH5XkldTxa6F0c98mFeiN_zuQ-FmhyIGwnroveYIZ3y9ftP5hpTmyX9KCcMS58VsCH3dYw=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepSFCmKGnUefD8BE_uVTNK905Yexb1xLpAonqX4ZcPlkMBja5hRglrDbE63O8G-Ej11vVjLTcL8CHSPmSi5lZKIgXH9rwg6IMOAAwdYVLrJRxn_xZWIimnyCt1k1Aj7VAnW12eZ=w32-h32-p-k-no | https://lh3.googleusercontent.com/p/AF1QipNEHKH_-HXaUrBbCfZc8QwaYuko0sGjXGD2bLQS=w80-h92-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w122-h92-k-no,https://caffenero.com/us/,MENU ; CAREERS ; JOURNAL ; SHAKEN ESPRESSO
Brighton Cafe,BOS-AL-129,42.3538857,-71.173185,"1597 Commonwealth Ave, Brighton, MA 02135, United States",2135,https://lh3.googleusercontent.com/gps-cs-s/AHVAweozHAItv_27F-y0S87OHOF7csRT6MViU0N0IDnVJIdwYHGbRZM8C8u-I2Yqj9Igmj9AY9kY07TV5NTCmiZw2TeCgKWx3iS5eaANiH1FNXc0SaaHT71_PTvJdNcJVo_q5YzeO_Co7w=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqhijC4DfOHWUDccz6XHZf9NIKJ_aXIfwMuvp4E4jytd_iZuIdLTxWKlesqAnotBKAOTH5XkldTxa6F0c98mFeiN_zuQ-FmhyIGwnroveYIZ3y9ftP5hpTmyX9KCcMS58VsCH3dYw=w32-h32-p-k-no | https://lh3.googleusercontent.com/p/AF1QipNEHKH_-HXaUrBbCfZc8QwaYuko0sGjXGD2bLQS=w80-h92-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w122-h92-k-no,http://brighton-cafe-brighton.lany.io/,brighton-cafe-brighton.edan.io ; Performing security verification
Solid Ground Cafe,BOS-AL-130,42.3336876,-71.1415089,"742 Huntington Ave, Boston, MA 02115, United States",2115,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepiF5JHGSsSLOsVNvfjgMpL5iEJnKx0GawJfhQzAc--nCyXukXV4AcvF-ilwrszAZ65JphoQaQ-QRW8x9BGl67l0FPVmMh4cWPkUxusCGlpXa08b1draTSrw4LE316dwIX0jzDUgw=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweozHAItv_27F-y0S87OHOF7csRT6MViU0N0IDnVJIdwYHGbRZM8C8u-I2Yqj9Igmj9AY9kY07TV5NTCmiZw2TeCgKWx3iS5eaANiH1FNXc0SaaHT71_PTvJdNcJVo_q5YzeO_Co7w=w32-h32-p-k-no | https://lh3.googleusercontent.com/p/AF1QipNEHKH_-HXaUrBbCfZc8QwaYuko0sGjXGD2bLQS=w80-h92-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w122-h92-k-no,http://solidgroundcafe.com/,"Find Us ; Please read allergen statement before placing your order ; Name ; First Name
required ; Last Name
required ; Phone
required ; Email
required ; Date of Event
required ; in Eastern Time ; 742 Huntington Ave
Boston, MA 02115 ; Mon - Fri 6am-3pm
Sat Sun 8am-3pm ; Solid Ground Cafe ; Join our team"
Cafe Landwer,BOS-AL-131,42.3352748,-71.186415,"383 Chestnut Hill Ave, Boston, MA 02135, United States",2135,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep6OZFamkxckp10oM2Z6cIMuMI0whunT8b8gnzihjxEnPvEkPyWooV70d3qqMZ_KgTbS5CNVdl_e3o3r1M4H6pct3K_Z6C41J8vyv3S_122hxl9CtKbfQC-r9-Ft-9Ja8MaAS0=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepiF5JHGSsSLOsVNvfjgMpL5iEJnKx0GawJfhQzAc--nCyXukXV4AcvF-ilwrszAZ65JphoQaQ-QRW8x9BGl67l0FPVmMh4cWPkUxusCGlpXa08b1draTSrw4LE316dwIX0jzDUgw=w32-h32-p-k-no | https://lh3.googleusercontent.com/p/AF1QipNEHKH_-HXaUrBbCfZc8QwaYuko0sGjXGD2bLQS=w80-h92-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w122-h92-k-no,http://www.landwercafe.com/,MENU ; OUR STORY ; CULINARY GALLERY ; EVENTS ; FRANCHISE ; RESERVATIONS ; Please click on the button below to make a reservation. ; A STORY OF TRADITION  QUALITY ; START PLANNING YOUR EVENT ; REWARDS PROGRAM ; Earn points with every purchase ; Redeem points for free menu items of your choice ; Save time and skip the line ; Exclusive flash specials ; Stay up to date on new menu items ; FROM KITCHEN TO FEED ; ORDER ONLINE ; ANY QUESTIONS ; Send us a message and well be happy to help.
Cafe Brazil Bakery,BOS-AL-132,42.3523263,-71.1681086,"125 Harvard Ave, Allston, MA 02134, United States",2134,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqF2QiaTgIo2bH1pY7o11G0TVqmdyYZQMsWShb-lTh0NWGSpcezGp8L_UHNC04DJdY8reE0JYgHHl0EeJILiRKLfDWnygDkkPGAbpQC4x3uomFul4Fj2eBLuVPdsg2tvpGDMLwn=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep6OZFamkxckp10oM2Z6cIMuMI0whunT8b8gnzihjxEnPvEkPyWooV70d3qqMZ_KgTbS5CNVdl_e3o3r1M4H6pct3K_Z6C41J8vyv3S_122hxl9CtKbfQC-r9-Ft-9Ja8MaAS0=w32-h32-p-k-no | https://lh3.googleusercontent.com/p/AF1QipNEHKH_-HXaUrBbCfZc8QwaYuko0sGjXGD2bLQS=w80-h92-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w122-h92-k-no,http://cafebrazilbakery.com/,HOURS  LOCATION ; MENU ; GALLERY ; CUSTOM CAKES ; ORDER ONLINE ; Ovos de Pascoa ; OVO CACAU SHOW CS SORTIDO 280 GR ; OVO CACAU SHOW DREAMS BRIGADEIRO 400 GR ; OVO CACAU SHOW LACREME BRANCO 348 GR ; OVO CACAU SHOW LANUT PACOCA 400 GR ; BRASIL CACAU OVO DE PASCOA PISTACHE 370 GR ; BRASIL CACAU OVO DINDA 195 GR ; BRASIL CACAU OVO RECHEADO GATO MIA BISCOITO 370 GR ; BRASIL CACAU OVO RECHEADO GATO MIA DUO 410 GR ; BRASIL CACAU OVO RECHEADO ZERO LACTOSE BEM ME FAZ 370 GR ; Pizza 12 ; CHICKEN WINGS 6 UN ; CHICKEN WINGS 8 UN ; CHICKEN WINGS 12 UN ; CHEESE PIZZA ; CHICKEN  CATUPIRY CHEESE PIZZA ; FOUR CHEESE PIZZA ; PEPPERONI PIZZA ; Burger ; PORCAO BATATA FRITA ; HAMBURGER ; X BACON ; X BURGER ; X EGG ; X CHICKEN W FRENCH FRIES ; X TUDO ; X CATUPIRY ; X FOMINHA ; X SALADA ; MAIONESE TEMPERADA ; Breakfast Sandwich ; ONLINE TEST ; MISTO COMPLETO ; MISTO QUENTE ; PAO COM MANTEIGA ; CHEESE OMELETE 3 EGGS ; MISTO QUENTE C MORTADELA ; Snacks ; BACALHAU CROCKET - 1 UN ; BOLINHO DE MANDIOCA CARNE ; CALZONE ; CALZONE CALABRESA ; COXINHA ; COXINHA C CATUPIRY ; EMPADA GRANDE
Flour Bakery + Cafe,BOS-AL-133,42.3730418,-71.1584565,"114 Mt Auburn St, Cambridge, MA 02138, United States",2138,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerSiki8yyNF7vcqwP8jPx7sl3yXSYzat6Fq8S7fsJ08pJQOwRJj3rhU0VTC1KjuVWHzIwNYHmIgr0uiOw1bvLlwwwr3meHRc3MmcYNJscPtbN9W78G8ENT-uX37dMugWxFfcOfCcw=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqhijC4DfOHWUDccz6XHZf9NIKJ_aXIfwMuvp4E4jytd_iZuIdLTxWKlesqAnotBKAOTH5XkldTxa6F0c98mFeiN_zuQ-FmhyIGwnroveYIZ3y9ftP5hpTmyX9KCcMS58VsCH3dYw=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepwcynEfPZCC3UqinBe557l_AMOSuQtZIjQMbI4n8d5heLEQgd0US-MMjn3oPLzbQiNmXE4R86pZ5nGxdYdF6xcpflrMesekwBbzy-MZjGq4JbNEsZhO4RrD3zybN1qDu8QWfr2oW_n3YQD=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwer6fXcg7-juqfWvtgzLl3d7-Cjv4MPfhMC4FUY4RdhUgrk1Vm8aqG6176dWDimsMKIIRIXHKAxmLL401dtqXU4oRO_r-dhZOPJfKcU8IQceGD2-oDeZrjGHYeV2-8WpJwzvwIY5gw=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoW8Ucg2hyAY-VF7MhvnNKOdDRmrgBubhgOkpPMZH7mlH4T6jWDtwbx_9vQMRRr04IsAZ2mYY3EMzW4JX3O15Dpo16j1uyZK3rsDNDDWY50Ar6ey6CUlJERwDiZwphi1Eb2VJ4b=w122-h92-k-no,http://www.flourbakery.com/,"menu ; bakeries ; careers ; cakes ; Make your celebratin party sweeter with cake
learn more ; learn more ; dinner  provisions club ; explore the club ; joannes latest 
book, pastry love ; share our tastes
come work with us. ; ALLERGENS GUIDE ; Designed by Proverb ; Get the Flour app"
Asaro Bakery and Cafe,BOS-AL-134,42.3730418,-71.1584565,"1629 Cambridge St, Cambridge, MA 02138, United States",2138,,http://asarocafe.com/,MENU ; ORDER ; Our Menu
Dolce Vita Cafe,BOS-AL-135,42.3412505,-71.1826521,"1698 Commonwealth Ave, Boston, MA 02135, United States",2135,https://lh3.googleusercontent.com/gps-cs-s/AHVAwersRHa39JNhkF51gImj4wcQYUulXZgJWN_y4O4NugRt514ZxSk_9HG-D5QVSy4LeYx9CufK0qQxEc8sJP8u0KhDxzr-NvxMeUgFx9Z33zNol96loxpzUMnvQfj_--oJaW9YCYo=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweojkygLyh4q5LYWocbe6lXqsIUQ0I7J69nkdZVhQzKYYYtpG4W7AZoDSu-TdaC8i4PMqtt4Ha6RhO6LxBpr2lcTVt-hj03-MHTr54Wx3y45n-UrB3P0yrhuCJSl2Z7SDGdBibQiXw=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerSiki8yyNF7vcqwP8jPx7sl3yXSYzat6Fq8S7fsJ08pJQOwRJj3rhU0VTC1KjuVWHzIwNYHmIgr0uiOw1bvLlwwwr3meHRc3MmcYNJscPtbN9W78G8ENT-uX37dMugWxFfcOfCcw=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqhijC4DfOHWUDccz6XHZf9NIKJ_aXIfwMuvp4E4jytd_iZuIdLTxWKlesqAnotBKAOTH5XkldTxa6F0c98mFeiN_zuQ-FmhyIGwnroveYIZ3y9ftP5hpTmyX9KCcMS58VsCH3dYw=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepwcynEfPZCC3UqinBe557l_AMOSuQtZIjQMbI4n8d5heLEQgd0US-MMjn3oPLzbQiNmXE4R86pZ5nGxdYdF6xcpflrMesekwBbzy-MZjGq4JbNEsZhO4RrD3zybN1qDu8QWfr2oW_n3YQD=w122-h92-k-no,http://www.thedolcevitacafe.com/,"THE DOLCE VITA CAFE
Your Subtitle Here ; THE DOLCE VITA CAFE ; Your Subtitle Here ; Menu ; Gallery ; a neighborly and cozy cafe oasis ; View Menu ; Come for the coffee, stay for the free wifi ; Fresh food made here.

VIEW FOOD ; Fresh food made here. ; VIEW FOOD ; The Best Food this side of Boston ; Mark Messington  Boston, MA ; We would love to hear from you regarding any questions ; SEND ; infothedolcevitacafe.com  617-232-2380"
Sorelle Bakery & Cafe,BOS-AL-136,42.3533142,-71.0890489,"282 Congress St, Boston, MA 02210, United States",2210,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqtDYYjRYZqHNlIlT2dcSDL5aQ0vqs0ghHsZ2Cx4B81QGdX6j7G1j-cAZGqrcsijAEH7IidneECJt-rkKWEYPUn5ALSB1J-YABntKjfaK4dbvmqbPkm7JKbSgmWGPn10yBKSfw7XA=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwersRHa39JNhkF51gImj4wcQYUulXZgJWN_y4O4NugRt514ZxSk_9HG-D5QVSy4LeYx9CufK0qQxEc8sJP8u0KhDxzr-NvxMeUgFx9Z33zNol96loxpzUMnvQfj_--oJaW9YCYo=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerSiki8yyNF7vcqwP8jPx7sl3yXSYzat6Fq8S7fsJ08pJQOwRJj3rhU0VTC1KjuVWHzIwNYHmIgr0uiOw1bvLlwwwr3meHRc3MmcYNJscPtbN9W78G8ENT-uX37dMugWxFfcOfCcw=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqhijC4DfOHWUDccz6XHZf9NIKJ_aXIfwMuvp4E4jytd_iZuIdLTxWKlesqAnotBKAOTH5XkldTxa6F0c98mFeiN_zuQ-FmhyIGwnroveYIZ3y9ftP5hpTmyX9KCcMS58VsCH3dYw=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepwcynEfPZCC3UqinBe557l_AMOSuQtZIjQMbI4n8d5heLEQgd0US-MMjn3oPLzbQiNmXE4R86pZ5nGxdYdF6xcpflrMesekwBbzy-MZjGq4JbNEsZhO4RrD3zybN1qDu8QWfr2oW_n3YQD=w122-h92-k-no,https://www.sorellecafe.com/,"LOCATION ; CAREERS ; Atlantic Wharf
282 Congress Street 
Boston, MA 02210 ; Hours
Monday  Friday
7 am  4 pm ; Saturday and Sunday
8 am  4 pm"
