Cafe Name,Shop Code,Address,Pincode,Latitude,Longitude,Menu Item,Price,Category,Subcategory,Taste
"Nothing Before Coffee - Sindhu Bhavan , Ahmedabad",AMD-059-11,", GF 2/2, Elanza Vertex, Sindhubhavan Rd, near Zainobiya, Bodakdev, Ahmedabad, Gujarat 380059",380059,23.0408591,72.4735147,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
"Nothing Before Coffee - Sindhu Bhavan , Ahmedabad",AMD-059-12,", GF 2/2, Elanza Vertex, Sindhubhavan Rd, near Zainobiya, Bodakdev, Ahmedabad, Gujarat 380059",380059,23.0408591,72.4735147,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Cafe De Italiano,AMD-058-13,", Cafe de italiano, Bellagio Rd, nr. Iscon Circle, opp. Wide Angle, Sanidhya, Ahmedabad, Gujarat 380058",380058,23.0408591,72.4735147,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Cafe De Italiano,AMD-058-14,", Cafe de italiano, Bellagio Rd, nr. Iscon Circle, opp. Wide Angle, Sanidhya, Ahmedabad, Gujarat 380058",380058,23.0408591,72.4735147,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
The Café,AMD-059-15,", Stellar Building, Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0397886,72.4717008,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
The Café,AMD-059-16,", Stellar Building, Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0397886,72.4717008,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Danny's The Cafe,AMD-059-17,", 315, Orbit, B/H, Rajpath Rangoli Rd, near PDPU Auditorium, Bodakdev, Ahmedabad, Gujarat 380059",380059,23.0397886,72.4717008,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Danny's The Cafe,AMD-059-18,", 315, Orbit, B/H, Rajpath Rangoli Rd, near PDPU Auditorium, Bodakdev, Ahmedabad, Gujarat 380059",380059,23.0397886,72.4717008,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Tero Restro&Cafe,AMD-058-19,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0411042,72.4516034,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Tero Restro&Cafe,AMD-058-20,", Sindhu Bhavan Marg, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058",380058,23.0411042,72.4516034,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Shaka,AMD-015-21,", Rivera Arcade, nr. Prahladnagar, 16 & 17, 100 Feet Rd, Satellite, Ahmedabad, Gujarat 380015",380015,23.0123099,72.4733227,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Shaka,AMD-015-22,", Rivera Arcade, nr. Prahladnagar, 16 & 17, 100 Feet Rd, Satellite, Ahmedabad, Gujarat 380015",380015,23.0123099,72.4733227,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Third Wave Coffee,AMD-015-23,", Shop No. 002, Ground Floor, Corporate Rd, near Prahlad Nagar Road, Satellite, Ahmedabad, Gujarat 380015",380015,23.0123099,72.4733227,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Third Wave Coffee,AMD-015-24,", Shop No. 002, Ground Floor, Corporate Rd, near Prahlad Nagar Road, Satellite, Ahmedabad, Gujarat 380015",380015,23.0123099,72.4733227,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
No Great Shakes,AMD-015-25,", 25, Rivera Arcade, 100 Feet Rd, next to Arihant Xerox & Mint Salon, near Prahlad Nagar Road, Prahlad Nagar, Ahmedabad, Gujarat 380015",380015,23.0123099,72.4733227,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
No Great Shakes,AMD-015-26,", 25, Rivera Arcade, 100 Feet Rd, next to Arihant Xerox & Mint Salon, near Prahlad Nagar Road, Prahlad Nagar, Ahmedabad, Gujarat 380015",380015,23.0123099,72.4733227,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Pazz The Cafe,AMD-015-27,", YMCA cross road, corporate road, Sarkhej - Gandhinagar Hwy, Ahmedabad, Gujarat 380015",380015,23.0123099,72.4733227,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Pazz The Cafe,AMD-015-28,", YMCA cross road, corporate road, Sarkhej - Gandhinagar Hwy, Ahmedabad, Gujarat 380015",380015,23.0123099,72.4733227,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
"Nothing Before Coffee - Prahlad Nagar, Ahmedabad",AMD-015-29,", Narayan Krupa Arcade, 2, Besides, opp. Riviera - 30, Bunglows, Prahlad Nagar, Ahmedabad, Gujarat 380015",380015,23.0123099,72.4733227,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
"Nothing Before Coffee - Prahlad Nagar, Ahmedabad",AMD-015-30,", Narayan Krupa Arcade, 2, Besides, opp. Riviera - 30, Bunglows, Prahlad Nagar, Ahmedabad, Gujarat 380015",380015,23.0123099,72.4733227,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
The Dark Roast,AMD-015-31,", Showroom 'P, Mondeal Square, Sarkhej - Gandhinagar Hwy, beside nexa showroom, Prahlad Nagar, Ahmedabad, Gujarat 380015",380015,23.0123099,72.4733227,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
The Dark Roast,AMD-015-32,", Showroom 'P, Mondeal Square, Sarkhej - Gandhinagar Hwy, beside nexa showroom, Prahlad Nagar, Ahmedabad, Gujarat 380015",380015,23.0123099,72.4733227,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Tea Post,AMD-015-33,", Garden Opp Sales India, 10, Camps Corner, near Prahladnagar, Prahlad Nagar, Ahmedabad, Gujarat 380015",380015,23.0123099,72.4733227,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Tea Post,AMD-015-34,", Garden Opp Sales India, 10, Camps Corner, near Prahladnagar, Prahlad Nagar, Ahmedabad, Gujarat 380015",380015,23.0123099,72.4733227,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
The Chocolate Room - Mondeal Square,AMD-015-35,", Mondeal Square, Prahlad Nagar, Ahmedabad, Gujarat 380015",380015,23.0123099,72.4733227,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
The Chocolate Room - Mondeal Square,AMD-015-36,", Mondeal Square, Prahlad Nagar, Ahmedabad, Gujarat 380015",380015,23.0123099,72.4733227,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Sip Of Hope - The Coffee House,AMD-015-37,", Super Plaza Complex, 15, Judges Bungalow Rd, opp. Akash Towers, Bodakdev, Ahmedabad, Gujarat 380015",380015,23.0349865,72.510381,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Sip Of Hope - The Coffee House,AMD-015-38,", Super Plaza Complex, 15, Judges Bungalow Rd, opp. Akash Towers, Bodakdev, Ahmedabad, Gujarat 380015",380015,23.0349865,72.510381,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
The Messy Door Cafe - Bodakdev,AMD-015-39,", Pahelgam Bunglows, 14, Judges Bunglow Rd, opposite Akash Tower, Bodakdev, Ahmedabad, Gujarat 380015",380015,23.0352936,72.5014516,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
The Messy Door Cafe - Bodakdev,AMD-015-40,", Pahelgam Bunglows, 14, Judges Bunglow Rd, opposite Akash Tower, Bodakdev, Ahmedabad, Gujarat 380015",380015,23.0352936,72.5014516,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Mocha Bodakdev,AMD-015-41,", Ground Floor, Devashish Business Park, 6-9, Premchand Nagar Rd, opposite Krishna Complex, Bodakdev, Ahmedabad, Gujarat 380015",380015,23.0352936,72.5014516,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Mocha Bodakdev,AMD-015-42,", Ground Floor, Devashish Business Park, 6-9, Premchand Nagar Rd, opposite Krishna Complex, Bodakdev, Ahmedabad, Gujarat 380015",380015,23.0352936,72.5014516,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
The Chocolate Room Judges Bunglow,AMD-054-43,", Nehru Foundation for Development, Inside CEE campus, Ahmedabad, Gujarat 380054",380054,23.0448211,72.5011587,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
The Chocolate Room Judges Bunglow,AMD-054-44,", Nehru Foundation for Development, Inside CEE campus, Ahmedabad, Gujarat 380054",380054,23.0448211,72.5011587,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Little Coffee Deck,AMD-054-45,", SHOP NO-01, DEVPREET COMPLEX, nr. NFD Circle, Bodakdev, Ahmedabad, Gujarat 380054",380054,23.0448211,72.5011587,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Little Coffee Deck,AMD-054-46,", SHOP NO-01, DEVPREET COMPLEX, nr. NFD Circle, Bodakdev, Ahmedabad, Gujarat 380054",380054,23.0448211,72.5011587,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Don Ka Adda Cafe / Rajpath,AMD-015-47,", G/4, Bodakdev, Ahmedabad, Gujarat 380015",380015,23.0448211,72.5011587,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Don Ka Adda Cafe / Rajpath,AMD-015-48,", G/4, Bodakdev, Ahmedabad, Gujarat 380015",380015,23.0448211,72.5011587,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Core The Coffee Shop,AMD-059-49,", Rajpath Rangoli Rd, behind Rajpath Club, Bodakdev, Ahmedabad, Gujarat 380059",380059,23.0352524,72.4883576,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Core The Coffee Shop,AMD-059-50,", Rajpath Rangoli Rd, behind Rajpath Club, Bodakdev, Ahmedabad, Gujarat 380059",380059,23.0352524,72.4883576,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Zen Cafe,AMD-015-51,", Satellite Rd, beside Sundervan, Panchsheel Enclave, Jodhpur Village, Ahmedabad, Gujarat 380015",380015,23.0271407,72.485784,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Zen Cafe,AMD-015-52,", Satellite Rd, beside Sundervan, Panchsheel Enclave, Jodhpur Village, Ahmedabad, Gujarat 380015",380015,23.0271407,72.485784,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Java+,AMD-015-53,", Courtyard Marriott, Satellite Rd, Ramdev Nagar, Ahmedabad, Gujarat 380015",380015,23.0271407,72.485784,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Java+,AMD-015-54,", Courtyard Marriott, Satellite Rd, Ramdev Nagar, Ahmedabad, Gujarat 380015",380015,23.0271407,72.485784,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Cafe En Route,AMD-015-55,", Ground Floor, Aditya Plaza, 4, Jodhpur Cross Rd, opp. Karnvati Apartments, Jodhpur Village, Ahmedabad, Gujarat 380015",380015,23.0271407,72.485784,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Cafe En Route,AMD-015-56,", Ground Floor, Aditya Plaza, 4, Jodhpur Cross Rd, opp. Karnvati Apartments, Jodhpur Village, Ahmedabad, Gujarat 380015",380015,23.0271407,72.485784,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Street Cafe 34,AMD-015-57,", 2GH5+87R, Satellite, Ahmedabad, Gujarat 380015",380015,23.0271407,72.485784,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Street Cafe 34,AMD-015-58,", 2GH5+87R, Satellite, Ahmedabad, Gujarat 380015",380015,23.0271407,72.485784,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Grace Coffee Co. Bodakdev,AMD-054-59,", 31 Springfield, Row House, Sandesh Press Rd, Bodakdev, Ahmedabad, Gujarat 380054",380054,23.0271407,72.485784,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Grace Coffee Co. Bodakdev,AMD-054-60,", 31 Springfield, Row House, Sandesh Press Rd, Bodakdev, Ahmedabad, Gujarat 380054",380054,23.0271407,72.485784,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Momo Cafe,AMD-058-61,", Cafe de italiano, Bellagio Rd, nr. Iscon Circle, opp. Wide Angle, Sanidhya, Ahmedabad, Gujarat 380058",380058,23.0271407,72.485784,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Momo Cafe,AMD-058-62,", Cafe de italiano, Bellagio Rd, nr. Iscon Circle, opp. Wide Angle, Sanidhya, Ahmedabad, Gujarat 380058",380058,23.0271407,72.485784,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
"Cafe Baba Budan, Bodakdev Ahmedabad | Where Every Sip Tells a Story",AMD-059-63,", Shivalik business centre, Rajpath Rangoli Rd, PRL Colony, Bodakdev, Ahmedabad, Gujarat 380059",380059,23.0271407,72.485784,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
"Cafe Baba Budan, Bodakdev Ahmedabad | Where Every Sip Tells a Story",AMD-059-64,", Shivalik business centre, Rajpath Rangoli Rd, PRL Colony, Bodakdev, Ahmedabad, Gujarat 380059",380059,23.0271407,72.485784,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
KYC CAFE,AMD-015-65,", 2G52+4VG, YMCA CLUB Road, Satellite, Ahmedabad, Gujarat 380015",380015,23.0271407,72.485784,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
KYC CAFE,AMD-015-66,", 2G52+4VG, YMCA CLUB Road, Satellite, Ahmedabad, Gujarat 380015",380015,23.0271407,72.485784,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Roastea - Curated Coffee And Tea Artisans,AMD-054-67,", Alpha One Mall, Lake, Unit No F-08A & F-08B, First floor, near Vastrapur, Vastrapur, Ahmedabad, Gujarat 380054",380054,23.0400705,72.5134576,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Roastea - Curated Coffee And Tea Artisans,AMD-054-68,", Alpha One Mall, Lake, Unit No F-08A & F-08B, First floor, near Vastrapur, Vastrapur, Ahmedabad, Gujarat 380054",380054,23.0400705,72.5134576,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Shiva's Coffee Bar - Vastrapur,AMD-054-69,", Alpha One Mall, Lake, Unit No F-08A & F-08B, First floor, near Vastrapur, Vastrapur, Ahmedabad, Gujarat 380054",380054,23.0400705,72.5134576,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Shiva's Coffee Bar - Vastrapur,AMD-054-70,", Alpha One Mall, Lake, Unit No F-08A & F-08B, First floor, near Vastrapur, Vastrapur, Ahmedabad, Gujarat 380054",380054,23.0400705,72.5134576,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Tasty Street Cafe,AMD-015-71,", MANAGEMENT ENCLAVE, Vastrapur Rd, Mahavir Nagar society, Vastrapur, Ahmedabad, Gujarat 380015",380015,23.0400705,72.5134576,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Tasty Street Cafe,AMD-015-72,", MANAGEMENT ENCLAVE, Vastrapur Rd, Mahavir Nagar society, Vastrapur, Ahmedabad, Gujarat 380015",380015,23.0400705,72.5134576,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Roastery Cultúr - The Coffee Company,AMD-054-73,", 41 Spring Field Row House, Judges Bunglow Rd, near Amul Auda Garden, Bodakdev, Ahmedabad, Gujarat 380054",380054,23.0349539,72.5034993,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Roastery Cultúr - The Coffee Company,AMD-054-74,", 41 Spring Field Row House, Judges Bunglow Rd, near Amul Auda Garden, Bodakdev, Ahmedabad, Gujarat 380054",380054,23.0349539,72.5034993,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
CAFE CLASSY FIED,AMD-054-75,", Hotel Page One, Sandesh Press Rd, Vastrapur, Ahmedabad, Gujarat 380054",380054,23.0352641,72.5013548,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
CAFE CLASSY FIED,AMD-054-76,", Hotel Page One, Sandesh Press Rd, Vastrapur, Ahmedabad, Gujarat 380054",380054,23.0352641,72.5013548,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Kaffa Coffee Roasters,AMD-015-77,", Kaffa Coffee Roasters oppo Atira, IIM Rd, near Apang Manav Mandal, Panjara Pol, Ambawadi, Ahmedabad, Gujarat 380015",380015,23.0300246,72.5221678,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Kaffa Coffee Roasters,AMD-015-78,", Kaffa Coffee Roasters oppo Atira, IIM Rd, near Apang Manav Mandal, Panjara Pol, Ambawadi, Ahmedabad, Gujarat 380015",380015,23.0300246,72.5221678,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Crush Coffee - Vastrapur,AMD-052-79,", Shop no:8, Vastrapur, Ahmedabad, Gujarat 380052",380052,23.0442533,72.5117643,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Crush Coffee - Vastrapur,AMD-052-80,", Shop no:8, Vastrapur, Ahmedabad, Gujarat 380052",380052,23.0442533,72.5117643,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Koffee Stories Cafe | Ahmedabad,AMD-009-81,", Koffee Stories, Bliss Homes, G-1, Chimanlal Girdharlal Rd, Vasant Vihar, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0355701,72.5405218,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Koffee Stories Cafe | Ahmedabad,AMD-009-82,", Koffee Stories, Bliss Homes, G-1, Chimanlal Girdharlal Rd, Vasant Vihar, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0355701,72.5405218,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Unlocked Cafe,AMD-006-83,", Umashankar Joshi Marg, near Girish Cold Drinks, Vasant Vihar, Navrangpura, Ahmedabad, Gujarat 380006",380006,23.0355701,72.5405218,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Unlocked Cafe,AMD-006-84,", Umashankar Joshi Marg, near Girish Cold Drinks, Vasant Vihar, Navrangpura, Ahmedabad, Gujarat 380006",380006,23.0355701,72.5405218,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Mleko Specialty Coffee House and Bakery,AMD-009-85,", Falgun Society, Near, Commerce Six Rd, Roop Nagar, Sarvottam Nagar Society, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0355701,72.5405218,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Mleko Specialty Coffee House and Bakery,AMD-009-86,", Falgun Society, Near, Commerce Six Rd, Roop Nagar, Sarvottam Nagar Society, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0355701,72.5405218,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
The Messy Door Cafe - HL College Road,AMD-006-87,", Ground floor, Shop no 1, Gala Business Centre, 2, HL college Road, near Reliance fresh, Navrangpura, Ahmedabad, Gujarat 380006",380006,23.0355701,72.5405218,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
The Messy Door Cafe - HL College Road,AMD-006-88,", Ground floor, Shop no 1, Gala Business Centre, 2, HL college Road, near Reliance fresh, Navrangpura, Ahmedabad, Gujarat 380006",380006,23.0355701,72.5405218,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Cafe nook,AMD-009-89,", Ln near Bank Of Baroda 10, near Bank Of Baroda, Sarela Society, Hollywood Basti, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0355701,72.5405218,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Cafe nook,AMD-009-90,", Ln near Bank Of Baroda 10, near Bank Of Baroda, Sarela Society, Hollywood Basti, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0355701,72.5405218,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Coffee Stand- Vijay Cross Road,AMD-009-91,", 11, Supath Complex, Vijay Cross Rd, Sarvottam Nagar Society, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0355701,72.5405218,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Coffee Stand- Vijay Cross Road,AMD-009-92,", 11, Supath Complex, Vijay Cross Rd, Sarvottam Nagar Society, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0355701,72.5405218,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Coffee By Di Bella,AMD-009-93,", Ground Floor/2, Campus Corner, Xavier College corner, Navrangpura St, Vasant Vihar, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0355701,72.5405218,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Coffee By Di Bella,AMD-009-94,", Ground Floor/2, Campus Corner, Xavier College corner, Navrangpura St, Vasant Vihar, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0355701,72.5405218,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
"Nothing Before Coffee - Navrangpura, Ahmedabad",AMD-009-95,", Shop No 3, Umashankar Joshi Marg, near Telephone Exchange, Sardar Patel Nagar, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0355701,72.5405218,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
"Nothing Before Coffee - Navrangpura, Ahmedabad",AMD-009-96,", Shop No 3, Umashankar Joshi Marg, near Telephone Exchange, Sardar Patel Nagar, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0355701,72.5405218,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Ristretto Behind The Rods,AMD-009-97,", A-1, Maharaja Palace, Near, Vijay Cross Rd, opp. Gujarat University Plaza, Ahmedabad, Gujarat 380009",380009,23.0355701,72.5405218,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Ristretto Behind The Rods,AMD-009-98,", A-1, Maharaja Palace, Near, Vijay Cross Rd, opp. Gujarat University Plaza, Ahmedabad, Gujarat 380009",380009,23.0355701,72.5405218,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
"Tent Rooftop Restro Cafe - Candle Light Dinner, Anniversary Celebration Navrangpura & Birthday Celebration Cafe Ahmedabad",AMD-006-99,", H.L, Shri Vardhman house, 5th Floor, College Road, Navrangpura, Ahmedabad, Gujarat 380006",380006,23.0355701,72.5405218,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
"Tent Rooftop Restro Cafe - Candle Light Dinner, Anniversary Celebration Navrangpura & Birthday Celebration Cafe Ahmedabad",AMD-006-100,", H.L, Shri Vardhman house, 5th Floor, College Road, Navrangpura, Ahmedabad, Gujarat 380006",380006,23.0355701,72.5405218,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Brewgarten,AMD-009-101,", Shop 8&9, Kashi Bhuvan, Narayan Park Soc Opp. Yanki Sizzlers H.L, Commerce College Rd, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0355701,72.5405218,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Brewgarten,AMD-009-102,", Shop 8&9, Kashi Bhuvan, Narayan Park Soc Opp. Yanki Sizzlers H.L, Commerce College Rd, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0355701,72.5405218,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Cafe Cuppuccino,AMD-009-103,", First Floor 1 - 2, Indraprastha Business House, Near, Vijay Cross Rd, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0420076,72.5295067,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Cafe Cuppuccino,AMD-009-104,", First Floor 1 - 2, Indraprastha Business House, Near, Vijay Cross Rd, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0420076,72.5295067,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
COFFEE STAND ®-CG Road,AMD-000-105,,380000,23.0359215,72.5431138,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
COFFEE STAND ®-CG Road,AMD-000-106,,380000,23.0359215,72.5431138,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Cafe Maangi,AMD-009-107,", Chandan Complex, Chimanlal Girdharlal Rd, beside Invogue, Swastik Society, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0359215,72.5431138,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Cafe Maangi,AMD-009-108,", Chandan Complex, Chimanlal Girdharlal Rd, beside Invogue, Swastik Society, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0359215,72.5431138,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Big Scoop Cafe ( House of Boba and Coffee ),AMD-009-109,", Shop 19, Municipal Market, Chimanlal Girdharlal Rd, Mithakhali, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0359215,72.5431138,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Big Scoop Cafe ( House of Boba and Coffee ),AMD-009-110,", Shop 19, Municipal Market, Chimanlal Girdharlal Rd, Mithakhali, Navrangpura, Ahmedabad, Gujarat 380009",380009,23.0359215,72.5431138,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Mocha Cg Road,AMD-006-111,", 10, Vasantbaug society, Gulbai Tekra Rd, opp. IDBI Bank, near CA Circle, Navrangpura, Ahmedabad, Gujarat 380006",380006,23.0359215,72.5431138,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Mocha Cg Road,AMD-006-112,", 10, Vasantbaug society, Gulbai Tekra Rd, opp. IDBI Bank, near CA Circle, Navrangpura, Ahmedabad, Gujarat 380006",380006,23.0359215,72.5431138,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
